"year","y","iso2c","GOOG_Airport","GOOG_Currency","GOOG_Deportation","GOOG_Discrimination","GOOG_Economy","GOOG_Embassy","GOOG_Emigration","GOOG_Euro","GOOG_Exchange.rate","GOOG_Family.reunification","GOOG_Flight","GOOG_Gold","GOOG_Human.migration","GOOG_Human.trafficking","GOOG_Immigration","GOOG_IOM","GOOG_International.student","GOOG_Map","GOOG_Money","GOOG_Passport","GOOG_Pound.sterling","GOOG_Refugee","GOOG_Refugee.camp","GOOG_Remittance","GOOG_Right.of.asylum","GOOG_Smuggling","GOOG_Travel","GOOG_Travel.visa","GOOG_UNHCR","GOOG_United.States.Dollar","GOOG_Welfare","GOOG_Work.permit","USER_Pop"
2021,-1.3224605409108,"Worldwide",-0.365016305038335,0.153701315923966,-0.106438101968996,0.292522329292011,-0.0233649066518501,-0.342675720767256,-0.0320285633303515,-3.86837799805088,-0.207992530700334,0.321183636429443,0.127019794968113,0.719485663736521,0.59100468859632,0.194076436381471,-0.179360669481994,-0.0699871614466322,0.102841097294908,-0.453340461589054,0.534177670215648,0.106288818540658,0.55398688339133,0.588815675164287,0.0610889362940996,0.422905578183138,0.428295976811264,0.17071499816973,-0.0834150841308538,-0.241911807599766,0.100461827148854,1.33095065615432,0.0748504678151465,0.255610821436357,0.656476761765632
2011,-1.59656012898241,"AF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,-1.59252713075496,"AF",0.0226991711250388,-0.0899641864383239,1.85050566966112,-0.300714534524752,-0.231761640972529,-0.20450826095505,-0.692378836303936,0.194578819085732,-0.117208513009267,2.67061447257344,-0.0481366991802293,-0.0934624395181786,-0.977057087090303,-0.86684875258687,-0.276878456230402,0.219460174181435,-0.257236305917617,-0.0763232645078089,0.0585086558113523,-0.0792808028747745,-0.362931732488682,0.226331497790397,-0.281965437855398,-0.594147305815828,0.608334573145694,-0.508687618192792,-0.166879090237139,-0.265289001303809,0.0924873127216201,0,-0.402389521758055,-1.04397685327947,0.0790290154227522
2013,-1.5149402032943,"AF",0.147233218635087,0.0631427200539081,3.37759877988461,-0.0403233985748939,-0.201630282175385,-0.152761226340472,-1.40988586352641,0.0259619981346821,-0.024144098929361,2.00628513492288,0.0273920459336534,0.20302030156639,-0.266368870850235,-1.24561104275817,-0.252005676739478,0.422979930015497,-0.250019184522074,0.0331736811948453,0.0865274007041521,-0.0792808028747745,0.078200282909932,0.268818771629713,-0.9931903498353,-0.210134124425615,0.646050496896846,-0.957626355932062,0.0260503223414238,-0.109326761691105,0.41126222579249,0.427457079122872,-1.45746492295553,0.224726171599939,0.163176357010351
2014,-1.41305333396699,"AF",0.143623888217107,-0.224082567502985,2.66488773604293,-0.178804712914914,-0.17238032894584,-0.274494839049111,-1.28663801571167,0.0130652498696417,-0.264022474068309,1.19701798245257,0.0273920459336534,0.260903106646039,-0.758139319305658,-0.992677732855867,-0.470818625215867,0.190379904601712,-0.197489778267126,0.0226302504261254,0.263341337033894,-0.0792808028747745,-0.0483809280187251,0.18195864624742,-1.03553367789011,-0.776219205886479,0.551860670649512,-0.917949107046931,-0.0428215496898775,0,0.314393349513892,0.437207546387125,-1.12142070745656,-0.0366609970631715,0.347755765312365
2015,-1.29477710660067,"AF",-0.00418305637983341,0.0655873504211356,2.54287453911679,-0.270664196460782,-0.023253256683215,-0.152761226340472,-1.58114605323385,0.478537165682318,0.0466067571884885,0,-0.00213848933128336,0.293182814359468,0.560263456351845,-0.720460273080676,-0.121672974560128,0.334404880950683,-0.183935762148496,0.0641529603828793,0.534513049937982,0,0.168619093331991,1.02170930099924,-1.3961709846158,-0.533596124310814,0.44140028243707,-0.238642074289162,0.0230205678575395,0.201028393023267,0.241006313792563,0.722314989644725,-0.920133978903678,0.333588312488308,0.545841814706023
2016,-1.40493494686682,"AF",-0.0404637629283975,-0.296796377858595,1.9254283661498,0.151631054499697,-0.0632521897605453,-0.45565716742808,-0.786256351106765,0.297366744404204,-0.266850370302731,0.910332422290524,0.0601067723381719,0.427447541610214,-0.036073742625776,-0.61296857562453,-0.491412433737887,0.372012722252979,-0.200907183000982,-0.137995085163304,0.422554589906113,0.0734544485491533,0.465612178928722,0.71893657544286,-1.3961709846158,-0.983512994989812,-0.551176919289558,-0.410344432608264,-0.0542293850180627,0.201028393023267,0.32319932399514,0.725956389051112,-1.05249919063802,-0.73805719327791,0.851659313884271
2017,-1.15911226763167,"AF",0.028801464175544,-0.626193443043535,2.01732033849776,0.3249204175919,-0.184591983934389,-1.58425784414169,-1.52074121968894,0.26089297128656,-0.721476690114073,1.51465564606423,0.0641218744959654,0.360447830620942,-1.09691305291515,-0.698017679450774,-0.555867729042112,0.440365625224229,-0.356131057053794,-0.187607027324621,0.581534812947769,-0.0792808028747745,0.409724147536244,0.39866896544533,-1.22549681407103,-0.625855732700969,-0.22536555000643,0.0748030790728813,-0.17239766500198,-0.0262317002723742,0.151447694503426,0.614568244799391,-1.40874608291865,-0.176721714462961,1.06250867075678
2018,-0.868878455821615,"AF",0.00624195776393588,-0.250525144626501,2.98628181774247,0.345113333738771,-0.261169759049729,-1.01471452144585,-2.00040448347435,0.459338506780888,0.462286122140604,0.645841063163008,0.118703553298999,0.322985949948091,-1.30887151347248,-0.386000305484194,-0.567026068427182,0.356514302801762,-0.328528957763689,-0.317797414955319,0.747617936802002,-0.0792808028747745,0.72017165478624,0.348733479303075,-1.4602133509429,-0.715682691090762,-0.51676196068094,0.274494839049111,-0.104650065457746,0.107884254611388,-0.0560475399807836,1.16581402711903,-1.27539302288488,-0.418508771300194,1.27970043467863
2019,-0.868878455821615,"AF",0.0186101893074319,-0.31806924982142,1.79724494650473,0.161287367461776,-0.166329971669904,-0.631643323898788,-1.24129933512261,0.335695401308813,-0.0812868307996539,2.30192480904797,0.248404961912247,0.350499196790884,-1.20908790499271,-1.00768852206199,-0.491412433737887,0.327997067150408,-0.0969580421603669,-0.363520051498231,0.705234222688779,0.32287851709889,0.695610558728516,0.226331497790397,-1.22549681407103,-1.57289798813531,-0.225365550006431,-0.0315616350732977,0.0833667047728397,0.130861094842337,-0.0885982590999439,1.22711050322343,-1.09501537117403,0.0440134407103407,1.33352624880133
2021,-0.593952163197218,"AF",-0.325165552217669,-0.0304409306956388,2.52321724255209,0.230882274358907,-0.728074335395991,0.0974114863889846,-1.31010225504664,0.48934457661202,-0.167203928707343,2.20671369963324,0.00850851725430279,0.595087442221885,0.132538836711771,-1.43517286841408,0.556556122111467,0.679399715745671,0.213509478689863,-0.38630327382942,0.806782958436255,1.48837205518614,0.354216003826456,1.54777864815767,-1.3961709846158,-0.923900592188296,0.56914021589372,0.527015318707166,0.237900918749539,0.789059724662282,0.955064117800116,1.44755509279274,-1.148542239658,0.110638141134091,1.38154825928622
2011,-2.21962843504473,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,-2.32298242787072,"BR",-0.047501806061966,-0.138299178063916,-0.225252262865732,-0.0764004506327991,-0.0673604879483487,-0.332180202515919,-0.137389918312052,-0.104917939859498,-0.124775330275177,0,-0.065281836126603,0.0217660132687504,-0.0492849279298342,0.322813816719853,-0.112402046939931,-0.27027925633988,-0.0754733434222086,-0.0970379353865367,-0.0084123652401753,-0.289058730512956,-0.173443882761937,-0.0865591952048508,-0.325829915008913,-0.0843670387365394,0.131461976043921,0.0577406380126957,-0.00323757594318491,-0.163288608225142,-0.18355205082471,0,-0.161889800820214,-0.0746448017176973,0.0639805446153263
2013,-2.2063662352535,"BR",-0.0655873504211356,-0.214364114559404,0.0438435991276613,-0.119341882425674,-0.187064360284904,-0.610466259071542,-0.532078045316903,-0.145226475830249,-0.350420413085204,0,-0.0869800403241616,-0.0110632835453711,-0.0711740260051086,0.549685554016468,-0.51751033078026,-0.239207991302656,-0.480703295738578,0.0225288476605908,-0.245650042978638,-0.353585890015361,-0.589273969967534,-0.286025071244151,-0.301668314426521,-0.49285481917129,0.517833764578818,-0.0136012107071188,-0.118844884396908,-0.699811810677059,-0.451506120061537,0,-0.322039447275976,0.0422508803907068,0.102982182182441
2014,-2.20230762340767,"BR",-0.00244463036722758,-0.129185338595526,-0.873820759336106,-0.0764004506327991,-0.0954011757550677,-0.739780542752058,-0.906345848123719,-0.100975028040454,-0.906113714855862,0,0.0227205047841574,0.0443847897426419,0.050241628637816,1.46813903342193,-0.828898464926114,-0.275552973867955,-0.725956389051112,0.332204924918148,-0.862793902572701,-0.25554165691303,-1.2002054346711,-0.181327026627446,-0.129403523687437,-1.08666361709831,0.543801892007626,-0.117404851476183,-0.0901388995568163,-1.36535509023499,-0.901173600498381,0,-0.300560958369299,0.272224805893241,0.151025513562129
2015,-1.59014421954364,"BR",-0.0184820814934816,-0.0473465071648237,-0.586460903739054,-0.0764004506327991,-0.0433187670107388,-0.870415223911357,-0.366971146864607,0.304332661728148,-0.207870391693908,0,0.0773609934875632,0.150387103298252,0.190236473288801,-0.0297463931064192,-0.14874325531674,-0.214032963243751,-0.308345785700303,0.182071342323104,-0.267302159048332,-0.21648576534076,-0.374800684597487,1.7594578264703,0.0495129322343787,-0.627684444938843,0.471327415467094,-0.148260069783678,-0.0610880313332443,-1.03680810572899,0.112240094923909,0,-0.461606011430843,0.396965688977095,0.222896270402875
2016,-1.51822703238072,"BR",-0.0385802307387941,0.191021957785036,0.0523862787914284,-0.119341882425674,-0.26481162773506,-1.10048415171786,-0.16945765110882,0.233674136086993,-0.185027918391698,0,0.192742385881576,0.125224624563743,-0.00689372645998598,0.234103203977264,0.0313964674601683,-0.423448581819488,0.428082267678879,-0.0751270941879143,0.166787700991769,-0.274956511245967,-0.205518473209107,1.5365283544376,0.128242892164628,-0.105548886337631,0.745692099816038,0,-0.120059036703611,-0.75289907504826,0.325189468519573,0,-0.765562245588514,0.280409050615651,0.277880481106037
2017,-1.43526695156654,"BR",-0.0590906149068868,0.138279954908955,-0.554742418578276,0.195844568280807,-3.57405111982154,-1.52347548163332,-0.185885575043043,0.239290235314104,-1.42767957728275,1.26912994595957,0.495052097272892,-0.113473926352378,-3.17887857266274,0.234103203977264,0.179553536289232,-0.224027050026352,-0.407065690479699,-0.10742964435103,-0.709702544878402,-0.163748564606397,-1.39410967620988,1.38255603900928,0.116526754084122,-0.948233325470976,0.448519676018126,0.90958941316428,-0.0373210404175298,-0.840201276527361,0.309931314707201,2.03903200334196,0.987102799308964,0.196864411488483,0.385637590434532
2018,-1.26860200338096,"BR",0.115186097278548,0.231046922779333,-2.91285276267806,0.872637920015335,-3.26016667497574,-1.21185257257831,-1.02679926404938,0.539411421281356,-0.48574245291645,2.64750808413298,0.636840037597136,-0.165649776054258,-3.17887857266274,-0.389185678819302,-0.6207721266783,0.425179578081247,-3.12235038548284,-0.204514214263727,-3.38601114512479,-0.123233337928451,-3.33149704640321,0.669656167484347,0.208417001958706,-3.75727808967174,0.824397955927239,0.934305377617335,0.00430052699097122,-1.54083316437527,-0.387736111889275,1.69661429231165,0.291372548156972,0.309857586156757,0.426856263900339
2019,-1.36406959252351,"BR",0.12169286556142,0.177761274422079,-2.91285276267806,0.118206006842971,-2.32975201903457,-0.828185512681656,-0.242680305283711,0.632433624794696,0.325526665936396,2.16024557409513,0.833463500660322,-0.0293063310894326,-3.17887857266274,-0.158458499294993,0.0365346968308176,0.651927038924092,-3.12235038548284,-0.147001401026567,-3.38601114512479,-0.135338264703511,-3.33149704640321,1.06716668819405,-0.00886687845172796,-3.75727808967174,0.81200007830618,0.855952462656976,0.0181508687877589,-1.17094664615745,0.335233747419541,2.38885361988142,-1.47370629889998,0.36377761811771,0.479786686827434
2020,-1.36406959252351,"BR",-0.334706046496737,0.104384149385507,-2.91285276267806,0.230798497145925,-2.06116309336311,-1.09729557685896,-0.260367359920945,0.678599645350891,0.206947026819271,2.73153464633528,0.488023673625449,0.17146220543257,0.927657595613089,0,0.06682168776509,0.0846268192131077,-3.12235038548284,-0.3249482645384,-3.38601114512479,-0.827122384006753,-3.33149704640321,0.879468466843098,-0.162602017030538,-3.75727808967174,0.624360728724878,0.817334010940078,-0.307955439326453,-1.23949791905034,0.509091309084726,2.79905067741817,0.825163108266751,0.284476191061147,0.570414716451061
2021,-1.02059779949836,"BR",-0.279931478304358,0.284039779534122,-2.91285276267806,0.264571800239035,-1.62142107987618,-0.883182876027883,0.506930278549379,0.800760421581235,0.0368501532272807,2.09133423874912,0.542914664019799,0.151569667708435,0.999714109657831,0.461320080679109,0.711268198957507,0.589355404527884,-3.12235038548284,-0.412108042507749,-3.38601114512479,-0.563516505880575,-3.33149704640321,1.51852930841542,-0.154842420908201,-3.75727808967174,0.797640268087626,0.832725851827281,-0.222303495691901,-0.989656245085712,0.958216644521609,3.22256537971907,0.237017906741791,0.365026650280292,0.571137205442096
2011,-0.946222143848665,"CD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,-0.972827043532997,"CD",-0.296321087359043,-0.451453400432473,-1.16677606064455,-0.1244194790558,-0.212417724394147,-0.487681152224323,-2.3938646345322,0.568838982086627,-0.275231186748643,-0.280678542074444,0.00474924904831475,-0.42280425218443,-1.4973954658134,-0.880072960114811,-0.39778054046415,-0.160014599534722,0.58049623163944,-0.180129721848021,-0.0384930774911899,-0.724563376793324,-0.362335747211132,0.147375894579736,-0.955542803311514,-0.337976532063431,0.765610505667882,0.653595087205105,-0.113500373864383,-0.816344414607201,0.240799680047668,-0.0649766617504262,-0.0425053359157834,-0.740641916783924,0.340315869160593
2013,-0.736539028262965,"CD",-0.186690760904619,-0.524814403035797,-1.59283335311372,0.371538730524164,-0.405400602383259,-0.772016641339391,-1.23839442510823,-0.440645526685476,-0.5895830491865,-1.1924927680897,-0.110632143345698,-0.370794314098212,-0.925784411734991,-0.828194107700361,-0.490043393873153,-0.379991795185005,-0.389849175161936,-0.234995380812444,-0.207036466978812,-0.197030509433394,-0.234415043270293,0.402159319973665,-0.867784321318885,-0.975568851612546,-0.664919499935078,-0.672282042095984,-0.27309269741736,-2.21575371780492,-1.10145086531078,-0.0176296788013961,-0.452758266010003,-1.26731468631548,0.618838764888983
2014,-0.633254667435194,"CD",-0.380612226265106,-0.574223859708739,-1.3313889108788,-0.0366609970631715,-0.526996613221878,-0.88228465716512,-2.19399876808734,-0.413336347316261,-0.804610004599915,-0.97083915993664,-0.134851614667997,-0.535718136407003,-1.0465900198682,-1.08632065015655,-0.84421244608206,-1.18238415189826,-0.681911107293019,-0.434861247257309,-0.285215625636836,-0.0879107350617119,-0.342072998028039,0.0276362466663775,-1.35026274974898,-1.00215202248055,0.164612850234242,-0.672282042095984,-0.348496377146111,0.142356626294869,-0.454930571104324,-0.095268240239232,-1.46911523421413,-0.817196882502338,0.940544671398732
2015,-0.62739520191465,"CD",-0.37768499508995,-0.742189583348447,-1.69775129297322,-0.391523863546081,-0.624472598228473,-1.17471881272314,-1.86288940220354,-0.263505328633518,-0.678429641475365,-1.47769652452701,-0.220101434698696,-0.733319775751736,-1.02450431651439,-1.5325259498482,-1.01548243695521,-1.87353731385134,-0.586818610615484,-0.687595952313158,-0.462708145437105,0.020821072791207,-0.376076001852979,0.0139135905613783,-2.13654461977011,-1.39264358879855,-0.616413386328555,-0.413782736401263,-0.415168688290904,0.231888499883198,-0.78643047362308,0.0708272474523592,-2.0707404302271,-1.38488975690925,1.22158726349098
2016,-0.706592958527811,"CD",-0.125799130800819,-0.774231283797528,-1.04447400378877,-0.1244194790558,-0.332343670302691,-1.0062361306634,-2.19399876808734,0.977259095703021,-0.61031716083622,-1.07553720455335,-0.262516613499417,-0.162413116234571,-1.04102269672533,-1.89888833194262,-0.9434181304853,-1.21621687808095,-0.702064953482,-0.630156903759242,-0.0746448017176973,0.10477124044926,-0.299530099448337,0.143337443085146,-1.44539145781703,-1.56608747156049,-0.197154956088056,-0.97083915993664,-0.334769953722214,-0.432279300110972,-0.845459578910644,0.386506525456715,-1.2291163439258,-1.3098019601548,2.21892023692397
2017,-0.631083794511643,"CD",-0.383548051284939,-0.640341789110092,-1.38386684812741,-0.114279461125201,-0.225802654922743,-1.06395359413356,-2.2562853982942,-0.527354925717201,-0.634551958929215,-1.39841572165224,-0.124014924311086,-0.287482212353184,-3.73978901151753,-1.66927607239134,-0.828594449412753,-0.58627852268788,-0.904456274227152,-0.825698517620991,-1.01708235345941,0.237639283132377,-1.40702447006597,0.217410729348506,-2.17030879937332,-1.56608747156049,-0.483592473307632,-1.13230613445458,-0.332500423448439,0.449134018238008,-0.122868299382035,0.232799009829042,-1.91800517880317,-1.35417481169778,2.04140869514595
2011,-0.91867515129143,"CG",0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0
2012,-1.10897020098065,"CG",-1.71207045807122,-2.7050474610557,NA,-0.765028202636877,-1.82026947748643,-0.826610190102415,-2.73472379690776,0.7159475571359,-2.70955992020383,NA,-2.40865963938553,-2.18906126669706,-1.67246144572645,NA,-1.03246538139307,-1.14993272709551,2.21575371780492,-0.383416970886402,1.54503858572414,-0.683118443211828,-1.14437633208678,-2.58962443557474,NA,NA,-2.25976715851526,NA,-1.01435812557738,-1.99698646396326,-2.31014718722551,-0.1346633711349,NA,NA,0.0904927428693463
2013,-1.11334566694266,"CG",-1.58242256547309,-2.7050474610557,NA,-2.72477940310406,-1.11308250025901,-1.64923322816975,-2.66126934835861,-0.0612786635200422,-2.86229517162776,NA,-1.94163663827793,-2.26834206957183,-2.31830250888946,NA,-2.00914697188471,-2.54934203029323,2.00628513492288,-0.748924137970419,0.820217664685862,-0.719406895143501,-2.30205585244187,-2.93501482564717,NA,NA,-2.25976715851526,NA,-1.51473979018229,-2.34237685403569,-2.31014718722551,0.287412057599324,NA,NA,0.175071923609303
2014,-1.05470451230289,"CG",-1.5120039922347,-2.7050474610557,NA,-2.45866981590641,-1.44879456960682,-1.89504777564831,-2.81400459978254,-0.271488023093147,-2.86229517162776,NA,-1.75325278680843,-2.26834206957183,-2.31830250888946,NA,-1.90444892726801,-2.54934203029323,0.555363478196893,-0.821140299668964,0.80002719484889,-0.83691280733961,-2.52321724255209,-2.93501482564717,NA,NA,-2.25976715851526,NA,-1.56223209563612,-2.34237685403569,-2.31014718722551,0.365312835678284,NA,NA,0.27822155347624
2015,-0.925016652266322,"CG",-1.44621964727667,-2.58081846109349,NA,-2.07525284502001,-1.49413325019588,-1.58882839462483,-2.81400459978254,0.122894901548027,-2.57709141519045,NA,-1.53783128158813,-2.26834206957183,-2.31830250888946,NA,-1.80968109584541,-2.54934203029323,1.11929892727683,-0.808736270623708,0.915473330257416,-0.504128636287138,-2.44393643967731,-2.93501482564717,NA,NA,-2.25976715851526,NA,-1.56223209563612,-2.34237685403569,-2.31014718722551,1.0797163776103,NA,NA,0.360500923021136
2016,-0.845333955046521,"CG",-1.53493026001926,-2.7050474610557,NA,-2.58289881586862,-1.05163811463767,-1.64923322816975,-2.81400459978254,0.825875825962125,-2.86229517162776,NA,-1.68682731082673,-2.26834206957183,-2.31830250888946,NA,-2.00914697188471,-2.54934203029323,0.876568242687317,-1.07559781218609,1.06694656271646,-0.719406895143501,-2.52321724255209,-2.93501482564717,NA,NA,-2.25976715851526,NA,-1.69187998823425,-2.34237685403569,-2.31014718722551,1.01662785224645,NA,NA,0.453536619861806
2017,-0.925617994162997,"CG",-1.20257462173523,-2.47033092418383,NA,-2.80406020597884,-0.724231192813496,-1.24501422614183,-2.81400459978254,-0.0119590040435269,-2.86229517162776,NA,-1.15212450496874,-2.26834206957183,-2.31830250888946,NA,-1.60589180942735,-2.54934203029323,1.24566570662461,-0.926334412131465,0.342549317646037,-0.314681158603215,-2.52321724255209,-2.93501482564717,NA,NA,-2.25976715851526,NA,-1.34455090671375,-2.34237685403569,-2.31014718722551,1.00351806826426,NA,NA,0.489030401072021
2018,-0.707728018618172,"CG",-1.27142493138574,-2.41935148657555,NA,-2.51885644954152,-1.09736384905527,-0.989644118967824,-2.81400459978254,-0.0612786635200422,-2.86229517162776,NA,-0.948446288442631,-2.26834206957183,-2.31830250888946,NA,-1.34739250373263,-2.54934203029323,0.910332422290524,-0.714682034287607,1.17771178130604,-0.365248048143798,-2.52321724255209,-2.93501482564717,NA,NA,-2.25976715851526,NA,-1.26921409007763,-2.34237685403569,-2.31014718722551,1.14480500419862,NA,NA,0.488071430109179
2019,-0.707728018618172,"CG",-1.20257462173523,-2.19740149020709,NA,-2.51885644954152,-0.887154489482167,-1.03914284060836,-2.81400459978254,0.278366347611589,-2.86229517162776,NA,-0.995610011856429,-2.26834206957183,-2.31830250888946,NA,-1.34739250373263,-2.54934203029323,1.33638971475969,-0.628718483155393,2.11176634784356,-0.209468582882045,-2.52321724255209,-2.93501482564717,NA,NA,-2.25976715851526,NA,-1.2335723987517,-2.34237685403569,-2.31014718722551,1.24034430532368,NA,NA,0.510732457211432
